"","Site","Lat","Lon","Datetime","PFT","Climate","Tair","SW","RH","VPD","WS","Ca","SWC","LAI","flag_rain","flag_daytime","flag_GS","flag_peak","Gs"
"127774","US-SRM",31.8214,-110.8661,"2010-04-26 17:00:00","WSA","Arid",26.11,318.8,11.5,2.994,2.201,380.42,0.0537,0.37723014,0,1,1,0,0.0243994498076388
"26538","US-Whs",31.7438,-110.0522,"2009-08-16 10:30:00","OSH","Arid",29.51,904,23.602,3.152,2.018,383.122,0.09,0.37775466,0,1,1,1,0.0417889551545355
"347004","RU-Fyo",56.4615,32.9221,"2011-08-12 11:00:00","ENF","Continental",14.767,201.03,78.1333,0.3674,1.503,385.861,0.1671,5.4978986,0,1,1,1,0.493581017835069
"615417","DE-Hai",51.0792,10.4522,"2003-05-06 11:30:00","DBF","Continental",20.09,786.73,69.91,0.7077,3.35,373.02,0.2919,3.4292381,0,1,1,1,0.292451427088712
"617094","DE-Hai",51.0792,10.4522,"2004-09-02 10:30:00","DBF","Continental",13.95,696.97,65.33,0.5526,1.89,375.93,0.221,4.1411672,0,1,1,0,0.753855649608405
"671133","CH-Dav",46.8153,9.8559,"2010-07-15 13:00:00","ENF","Arctic",18.733,934.727,68.5667,0.6795,6.307,377.041,0.1956,2.4901667,0,1,1,0,0.514665641030265
"480681","IT-Isp",45.8126,8.6336,"2014-08-17 13:30:00","DBF","Continental",23,831.504,42.9,1.6046,1.456,378.79,0.3202,2.2593975,0,1,1,1,0.605194881954939
"975661","AU-Ade",-13.0769,131.1178,"2008-10-30 12:30:00","WSA","Tropical",34.68,1060,30,3.8678,1.53,378.7,0.14,0.86766469,0,1,1,0,0.025989387230705
"36328","US-WCr",45.8059,-90.0799,"2002-08-19 15:30:00","DBF","Continental",18.999,521.716,68.183,0.702,2.299,353.754,0.329,5.9981599,0,1,1,1,0.704584058765909
"345643","RU-Fyo",56.4615,32.9221,"2010-05-22 15:00:00","ENF","Continental",22.7,231.847,31.7467,1.8835,1.413,391.222,0.373,4.0358877,0,1,1,1,0.106227719631116
"75395","US-Ton",38.4309,-120.966,"2003-07-18 07:00:00","WSA","Temperate",28.71,357.455,20.13,3.146,1.208,377.512,0.091,1.1387609,0,1,1,0,0.105622007513003
"143283","US-SRG",31.7894,-110.8277,"2010-05-20 09:00:00","GRA","Arid",24.6,765.218,19.662,2.485,1.895,391.863,0.0352,0.39959863,0,1,1,0,0.0123934878278921
"204688","US-MMS",39.3232,-86.4131,"2009-09-16 14:00:00","DBF","Continental",25.62,712.992,50.443,1.636,4.126,393.326,0.2382,5.3021245,0,1,1,0,0.474467246651918
"206110","US-MMS",39.3232,-86.4131,"2012-03-27 12:00:00","DBF","Continental",14.75,827.761,25.25,1.26,3.454,401.116,0.37682,1.0794016,0,1,1,0,0.133880978326911
"477697","IT-Lav",45.9562,11.2813,"2013-08-13 13:00:00","ENF","Temperate",20.869,578.744,62.134,0.9344,1.399,394.471,0.259,5.1481729,0,1,1,0,0.0988926980592507
"210228","US-Me5",44.4372,-121.5668,"2001-08-10 15:00:00","ENF","Temperate",30.64,584.1,23.08,3.464,2.116,355.21,0.06509,1.7257322,0,1,1,0,0.0133669330435852
"767930","BE-Vie",50.3049,5.9981,"2003-07-15 07:00:00","MF","Temperate",18.72,334,41,1.2743,3.785,369.837,0.214,4.0167928,0,1,1,1,0.0920525515260155
"270382","US-GLE",41.3665,-106.2399,"2011-10-14 07:00:00","ENF","Continental",3.139,184.023,53.783,0.356,8.026,391.381,0.24905,0.37467191,0,1,1,0,0.165377436623899
"699212","CA-TP4",42.7102,-80.3574,"2014-05-29 13:00:00","ENF","Continental",19.24,856,58.31,0.93,3.286,393.777,0.098,3.9563653,0,1,1,0,0.282299286113469
"479069","IT-Lav",45.9562,11.2813,"2014-06-20 12:00:00","ENF","Temperate",17.061,977.437,31.242,1.3379,1.125,404.631,0.40092,2.378808,0,1,1,1,0.226771207810464
"385766","IT-SRo",43.7279,10.2844,"2003-04-07 12:00:00","ENF","Temperate",9.08,379.4,34.97,0.7509,1.564,358.111,0.16154,2.6655245,0,1,1,1,0.359130196391366
"603350","DE-Lnf",51.3282,10.3678,"2012-04-18 17:00:00","DBF","Continental",8.9,270.39,55.77,0.5045,2.32,394.67,0.3902,1.2632061,0,1,1,0,0.0676794272572673
"776394","BE-Vie",50.3049,5.9981,"2011-05-04 18:00:00","MF","Temperate",11.03,210.5,42.289,0.7593,3.624,402.451,0.345,3.7038116,0,1,1,1,0.0726966524809199
"494387","IT-Cpz",41.7052,12.3761,"2008-06-26 10:30:00","EBF","Temperate",29.68,860,45.61,2.2664,3.066,390.4,0.1186,3.8499722,0,1,1,1,0.223026402173289
"917429","AU-Dry",-15.2588,132.3706,"2012-12-03 11:00:00","SAV","Tropical",34.9,1001,41,3.2999,1.65,388.6,0.08,0.94895822,0,1,1,0,0.109531061858973
"379467","IT-Tor",45.8444,7.5781,"2011-06-12 10:30:00","GRA","Continental",8.58,578.1,74.9,0.2802,2.65,385.396,0.33938,1.5513622,0,1,1,1,1.0444271990493
"926633","AU-DaS",-14.1593,131.3881,"2008-10-01 10:30:00","SAV","Tropical",31.14,882,48,2.3554,1.62,363.9,0.027,1.1054488,0,1,1,0,0.0376050111614043
"476173","IT-Lav",45.9562,11.2813,"2012-07-10 06:30:00","ENF","Temperate",15.385,183.515,89.302,0.1871,0.855,395.922,0.373,3.8147016,0,1,1,1,0.654330592380405
"795412","AU-Wom",-37.4222,144.0944,"2014-02-27 13:00:00","EBF","Temperate",14.35,986,61,0.6379,4.64,343,0.187,5.1218596,0,1,1,1,0.360290642072311
"932758","AU-DaS",-14.1593,131.3881,"2010-09-09 17:00:00","SAV","Tropical",36.62,248,18,5.041,1.99,373.5,0.035,0.93753594,0,1,1,0,0.0610263406224548
"323059","US-AR2",36.6358,-99.5975,"2010-05-22 08:00:00","GRA","Temperate",23.61,342.04,87.2,0.375,10.451,372.619,0.1113,0.89827734,0,1,1,1,0.327197532602503
"714056","CA-TP3",42.7068,-80.3483,"2014-08-25 15:30:00","ENF","Continental",25.04,614.64,63.11,1.172,1.465,388.496,0.07,4.7080112,0,1,1,1,0.0469761047828313
"384848","IT-SRo",43.7279,10.2844,"2002-09-15 08:00:00","ENF","Temperate",15.6,342.5,88.63,0.2016,1.292,403.829,0.14451,3.8094146,0,1,1,0,0.56680031318457
"515168","FR-LBr",44.7171,-0.7693,"2005-07-16 11:30:00","ENF","Temperate",25.35,732.49,65.7,1.1097,3.23,353.3,0.19954,2.4544647,0,1,1,0,0.190539808878655
"694093","CA-TP4",42.7102,-80.3574,"2010-07-18 11:30:00","ENF","Continental",26.19,924,68.63,1.067,3.162,377.329,0.089,5.4102936,0,1,1,1,0.537623059867761
"237447","US-KS2",28.6086,-80.6715,"2004-03-24 12:00:00","CSH","Temperate",20.47,389.9,51.11,1.176,4.11,378.647,0.039,1.9048532,0,1,1,0,0.148405545979771
"268014","US-GLE",41.3665,-106.2399,"2007-08-25 12:30:00","ENF","Continental",15.41,1022.2,19.58,1.414,7.1,375.144,0.218,1.1057966,0,1,1,1,0.268426947665968
"763182","BR-Sa3",-3.018,-54.9714,"2003-04-29 08:30:00","EBF","Tropical",25.59,510.24,81.044,0.625,3.4,383.73,0.34,4.8170714,0,1,1,0,0.862598088172912
"776078","BE-Vie",50.3049,5.9981,"2011-03-16 13:30:00","MF","Temperate",10.81,545,73.67,0.3414,5.104,411.106,0.361,1.3689969,0,1,1,0,0.357223421680536
"680412","CA-TPD",42.6353,-80.5577,"2013-07-16 13:30:00","DBF","Continental",30.02,871.868,68.72,1.329,2.997,379.529,0.092,3.6524138,0,1,1,1,0.7155508065533
"917806","AU-Dry",-15.2588,132.3706,"2013-01-06 13:30:00","SAV","Tropical",37.95,1052,21,5.2207,4.86,385.7,0.05,1.1724418,0,1,1,0,0.0519230326863274
"891768","AU-Gin",-31.3764,115.7138,"2014-11-29 10:00:00","WSA","Temperate",21.85,741,59,1.0744,2.38,376.6,0.0409999999999999,1.2083906,0,1,1,1,0.192408582796265
"244862","US-KS2",28.6086,-80.6715,"2006-06-16 11:30:00","CSH","Temperate",30.03,886,61.88,1.621,2.556,373.354,0.064,2.4431653,0,1,1,1,0.267353481695083
"581138","DE-Tha",50.9626,13.5651,"2010-10-07 09:30:00","ENF","Continental",12.773,288.448,79.92,0.2964,3.758,410.902,0.247,2.1534505,0,1,1,0,0.278193147878675
"567772","DE-Tha",50.9626,13.5651,"2003-04-17 12:00:00","ENF","Continental",12.87,797.47,34.01,0.9803,4.72,382.2,0.185,1.5686923,0,1,1,0,0.267181304688
"111695","US-Syv",46.242,-89.3477,"2003-06-05 15:00:00","MF","Continental",19.699,593.835,24.952,1.729,3.227,366.349,0.22401,3.991879,0,1,1,1,0.229631165408625
"677464","CH-Cha",47.2102,8.4104,"2010-03-08 12:00:00","GRA","Continental",-0.965,686.53,39.28,0.3457,2.518,405.302,0.57394,3.736084,0,1,1,0,0.805129877029681
"159114","US-SRC",31.9083,-110.8395,"2010-09-11 11:30:00","OSH","Arid",30.5,827,20.453,3.474,2.01,373,0.104,0.47069484,0,1,1,1,0.0265298491205433
"91352","US-Ton",38.4309,-120.966,"2009-01-12 13:00:00","WSA","Temperate",15.102,497.853,58.937,0.705,2.833,382.175,0.154,0.6474095,0,1,1,0,0.102757797566356
"70960","US-Ton",38.4309,-120.966,"2002-03-20 13:30:00","WSA","Temperate",19.23,661.63,43.23,1.265,2.092,364.425,0.309,1.312088,0,1,1,0,0.199414822751112
"435932","IT-Noe",40.6062,8.1517,"2011-10-22 10:30:00","CSH","Temperate",21.33,541.12,56.5,1.1043,1.833,377.661,0.1921,1.2009097,0,1,1,0,0.0146697152397743
"926951","AU-DaS",-14.1593,131.3881,"2008-12-04 13:30:00","SAV","Tropical",34.75,539,43,3.1617,1.44,385.5,0.074,1.3604687,0,1,1,0,0.113956099628526
"683159","CA-TP4",42.7102,-80.3574,"2002-09-07 16:00:00","ENF","Continental",28.5,506.66,28.81,2.771,1.35,363.436,0.063,4.4643912,0,1,1,0,0.044410892034775
"564538","DE-Tha",50.9626,13.5651,"2001-03-21 12:30:00","ENF","Continental",-0.454,168.099,94.363,0.0333,4.585,384.317,0.2867,0.71991473,0,1,1,0,1.63448660459019
"561811","DK-Sor",55.4859,11.6446,"2004-08-03 10:30:00","DBF","Temperate",19.25,648.5,75.54,0.5461,4.34,449.06,0.227,4.8911285,0,1,1,0,0.762792720195069
"162715","US-SRC",31.9083,-110.8395,"2012-07-12 11:30:00","OSH","Arid",34.1,754,29.464,3.775,2.35,384,0.0942,0.29327849,0,1,1,1,0.0143626862115302
"169436","US-Oho",41.5545,-83.8438,"2005-08-15 12:00:00","DBF","Continental",23.958,423.901,68.555,0.936,1.544,341.657,0.18537,4.3689003,0,1,1,1,0.767899446420906
"95256","US-Ton",38.4309,-120.966,"2010-03-26 14:30:00","WSA","Temperate",16.13,587.276,34.75,1.196,3.323,371.211,0.34,1.3495994,0,1,1,0,0.308658127761517
"179134","US-Oho",41.5545,-83.8438,"2013-10-24 10:30:00","DBF","Continental",4.269,228.706,85.297,0.122,2.418,393.24,0.18844,1.4819845,0,1,1,0,0.569349489687401
"961371","AU-Cpr",-34.0021,140.5891,"2013-05-05 13:00:00","SAV","Arid",18.77,615,32,1.4733,2.27,387.2,0.033,0.5017873,0,1,1,0,0.0137453074213615
"985881","AT-Neu",47.1167,11.3175,"2011-04-20 08:30:00","GRA","Continental",13,540.82,53.07,0.7031,0.38,508.49,0.23,1.9013433,0,1,1,1,0.131686415596579
"435606","IT-Noe",40.6062,8.1517,"2011-02-03 13:30:00","CSH","Temperate",14.63,556.85,50.33,0.8273,1.469,384.069,0.42181,1.3731674,0,1,1,1,0.238089158225955
"609435","DE-Kli",50.8931,13.5224,"2010-07-28 11:00:00","CRO","Continental",20.637,852,49.5967,1.2262,3.478,381.327,0.23717,1.2004336,0,1,1,0,0.11162456820076
"320064","US-ARb",35.5497,-98.0402,"2006-07-02 09:30:00","GRA","Temperate",29.81,756,56.24,1.845,4.173,350.863,0.18305,1.1197929,0,1,1,1,0.145262181043193
"917023","AU-Dry",-15.2588,132.3706,"2012-11-01 17:00:00","SAV","Tropical",38.67,247,20,5.4962,2.35,380.2,0.04,1.0367374,0,1,1,0,0.0080105275010156
"728217","CA-SF3",54.0916,-106.0053,"2002-08-23 09:00:00","OSH","Continental",19.9,441.3,58.4,0.971,1.15,370.21,0.19,1.1275692,0,1,1,1,0.252693747095721
"838858","AU-Stp",-17.1507,133.3502,"2014-04-21 10:00:00","GRA","Arid",28.97,725,26,2.9598,4.54,369.2,0.0559999999999999,0.89455116,0,1,1,1,0.114699597222536
"821984","AU-Tum",-35.6566,148.1517,"2010-09-24 11:00:00","EBF","Temperate",12.14,901,39,0.8638,1.94,370.9,0.29,3.507448,0,1,1,0,0.695828464271075
"883097","AU-Gin",-31.3764,115.7138,"2012-04-06 08:00:00","WSA","Temperate",12.91,239,65,0.5213,5.12,372.3,0.03,1.1531286,0,1,1,0,0.491791221341912
"551397","ES-LJu",36.9266,-2.7521,"2013-06-08 15:30:00","OSH","Arid",13.22,637.265,53.6196,0.7049,1.005,387.772,0.15465,0.69087875,0,1,1,1,0.0106785626997197
"605968","DE-Lkb",49.0996,13.3047,"2012-05-26 12:30:00","ENF","Continental",11.87,936.67,45.23,0.7619,2.2,371.54,0.29,1.750428,0,1,1,1,0.13060707489439
"598928","DE-Lnf",51.3282,10.3678,"2003-09-26 09:00:00","DBF","Continental",10.4,405.14,59.69,0.5086,3.37,382.07,0.1683,4.8119187,0,1,1,1,0.306238793402609
"290796","US-Blo",38.8953,-120.6328,"2004-04-16 11:00:00","ENF","Temperate",2.793,124.831,69.254,0.246,1.596,378.512,0.21835,1.8477757,0,1,1,0,0.290404282556514
"580717","DE-Tha",50.9626,13.5651,"2010-07-27 10:30:00","ENF","Continental",19.326,766.627,60.01,0.897,1.229,398.134,0.13467,3.0053272,0,1,1,1,0.536629557860423
"897783","AU-Fog",-12.5452,131.3072,"2008-08-15 15:00:00","WET","Tropical",31.6,557,19,3.7661,3.3,372.3,0.973,1.0407939,0,1,1,0,0.165641732985613
"685880","CA-TP4",42.7102,-80.3574,"2006-04-28 10:30:00","ENF","Continental",8.72,902,35.93,0.722,3.193,394.027,0.162,1.5819806,0,1,1,0,0.212196510838743
"670912","CH-Dav",46.8153,9.8559,"2010-06-29 11:00:00","ENF","Arctic",18.6,950.233,37.9333,1.3306,3.249,380.753,0.22907,2.280251,0,1,1,1,0.32673978982968
"457133","IT-MBo",46.0147,11.0458,"2011-05-19 14:30:00","GRA","Continental",13.229,276.79,62.392,0.5719,1.87,390.018,0.39226,1.9324937,0,1,1,0,0.141203566228174
"159971","US-SRC",31.9083,-110.8395,"2011-01-22 13:00:00","OSH","Arid",20.4,686,11.358,2.124,1.88,390,0.0818,0.2,0,1,1,0,0.0053481884813572
"441958","IT-Noe",40.6062,8.1517,"2013-10-03 09:00:00","CSH","Temperate",24.79,224.42,71.6,0.8887,0.864,371.781,0.1921,1.4955249,0,1,1,0,0.0630173722843188
"173819","US-Oho",41.5545,-83.8438,"2010-06-20 09:00:00","DBF","Continental",23.61,693.837,62.431,1.095,2.918,375.317,0.17419,5.2260971,0,1,1,1,0.748359422038048
"29591","US-Whs",31.7438,-110.0522,"2010-10-08 09:30:00","OSH","Arid",22.2,689.3,29.01,1.9,1.457,375.018,0.02,0.37660843,0,1,1,0,0.0306292739951245
"47453","US-Var",38.4133,-120.9508,"2003-02-02 10:00:00","GRA","Temperate",13.35,488.4,39.34,0.93,2.608,377.896,0.24064,1.4384347,0,1,1,0,0.436763446238718
"819177","AU-Tum",-35.6566,148.1517,"2009-01-04 07:00:00","EBF","Temperate",14.28,471,74,0.4234,4.04,364,0.23,5.2529268,0,1,1,0,0.707559803711383
"306105","US-ARM",36.6058,-97.4888,"2007-03-03 11:30:00","CRO","Temperate",3.089,815,31.3,0.527,8.27,391.639,0.18349,0.43124634,0,1,1,0,0.195886754204074
"915161","AU-Dry",-15.2588,132.3706,"2012-06-16 09:30:00","SAV","Tropical",24.17,484,58,1.2664,1.13,377.3,0.04,1.2494106,0,1,1,0,0.195133514459359
"949661","AU-DaP",-14.0633,131.3181,"2011-04-08 15:30:00","GRA","Tropical",32.28,654,52,2.3192,4.01,348.1,0.159,2.1542556,0,1,1,0,0.234462596900537
"160926","US-SRC",31.9083,-110.8395,"2011-10-05 11:30:00","OSH","Arid",25,876,28.342,2.27,3.88,380,0.0664,0.30000001,0,1,1,1,0.0431827375143323
"967349","AU-ASM",-22.283,133.249,"2011-05-16 11:30:00","SAV","Arid",17.77,705,26,1.5058,3.94,362.9,0.039,0.56008971,0,1,1,0,0.0368582484052005
"55890","US-Var",38.4133,-120.9508,"2008-12-11 11:00:00","GRA","Temperate",11.765,486.55,63.675,0.502,1.233,349.516,0.11979,0.76080674,0,1,1,0,0.190473865346203
"943720","AU-DaS",-14.1593,131.3881,"2014-07-16 10:00:00","SAV","Tropical",24.73,511,66,1.0601,1.43,383.1,0.031,1.0993297,0,1,1,0,0.3558004330765
"243284","US-KS2",28.6086,-80.6715,"2006-03-03 08:00:00","CSH","Temperate",19.27,267.3,87.8,0.274,2.135,396.823,0.049,1.5775176,0,1,1,0,0.141776861859099
"369320","NL-Loo",52.1666,5.7436,"2012-08-20 07:30:00","ENF","Temperate",19.87,235.4,97.4,0.0603,1.78,427.1,0.052,3.3957875,0,1,1,1,0.728943220480887
"745835","CA-Qfo",49.6925,-74.3421,"2006-05-11 12:00:00","ENF","Continental",15.13,260.601,74.96,0.433,4.046,379.401,0.186,1.151741,0,1,1,0,0.1530115317858
"712861","CA-TP3",42.7068,-80.3483,"2014-05-07 11:00:00","ENF","Continental",11.59,400.972,49.84,0.685,3.45,410.506,0.103,1.2768922,0,1,1,0,0.252872586018377
"51691","US-Var",38.4133,-120.9508,"2006-04-28 09:00:00","GRA","Temperate",21.115,701.8,68.381,0.792,1.308,383.873,0.17587,2.6569986,0,1,1,1,0.484585711770689
"342440","RU-Ha1",54.7252,90.0022,"2004-06-21 12:30:00","GRA","Arid",26.19,755,43.31,1.9276,0.91,373.42,0.372,1.6076988,0,1,1,1,0.101879665330093
"131473","US-SRM",31.8214,-110.8661,"2011-10-20 13:30:00","WSA","Arid",28.38,740,14.44,3.307,4.294,368.97,0.0219,0.47154355,0,1,1,0,0.0195367334449708
"242287","US-KS2",28.6086,-80.6715,"2005-09-30 16:00:00","CSH","Temperate",28.61,313.8,68.18,1.246,3.105,373.474,0.066,2.6081116,0,1,1,0,0.314894204233473
"28917","US-Whs",31.7438,-110.0522,"2010-08-04 14:30:00","OSH","Arid",34.31,900,20.81,4.288,2.061,383.617,0.09,0.51114577,0,1,1,1,0.0593506523031628
"744806","CA-Qfo",49.6925,-74.3421,"2005-07-27 15:30:00","ENF","Continental",13.93,248.1,58.85,0.658,4.4,364.694,0.086,2.0110393,0,1,1,1,0.296930848861236
"862552","AU-How",-12.4943,131.1523,"2011-05-20 10:30:00","WSA","Tropical",27.21,726,55,1.6247,2.71,351.4,0.074,1.5302316,0,1,1,0,0.148301293630239
"437953","IT-Noe",40.6062,8.1517,"2012-06-17 10:30:00","CSH","Temperate",25.01,853.88,75.7,0.7704,2.984,443.003,0.2437,2.0279319,0,1,1,1,0.101017558667573
"382628","IT-Tor",45.8444,7.5781,"2013-08-16 12:30:00","GRA","Continental",14.47,945,73.86,0.4309,2.45,362.694,0.29554,3.2265129,0,1,1,1,1.28913425520383
"314726","US-ARc",35.5465,-98.04,"2005-09-08 11:30:00","GRA","Temperate",30.23,843,41.82,2.513,4.115,346.137,0.1439,1.3953611,0,1,1,0,0.2155973853116
"953261","AU-Cum",-33.6152,150.7236,"2014-03-09 10:30:00","EBF","Temperate",25.16,869,57,1.3756,1.63,391.7,0.127,2.0617249,0,1,1,0,0.360844089283066
"827877","AU-Tum",-35.6566,148.1517,"2014-11-04 09:00:00","EBF","Temperate",12.51,832,51,0.7109,3.66,371.3,0.31,4.152462,0,1,1,1,0.538159477960164
"29498","US-Whs",31.7438,-110.0522,"2010-09-28 15:00:00","OSH","Arid",31.06,611.7,12.157,3.961,4.319,376.345,0.05,0.46132645,0,1,1,1,0.0320507373169666
"219803","US-Me2",44.4523,-121.5574,"2007-03-13 09:30:00","ENF","Temperate",5.5,593.3,44.4,0.503,5.41,379.5,0.32,1.6329191,0,1,1,0,0.762545913584205
"903457","AU-Emr",-23.8587,148.4746,"2012-10-13 07:00:00","GRA","Arid",11.69,344,65,0.4811,3.01,397.2,0.093,0.59423715,0,1,1,1,1.1224608053919
"778753","BE-Vie",50.3049,5.9981,"2013-04-22 16:30:00","MF","Temperate",13.06,214,40.22,0.8992,3.212,408.196,0.36,1.7601113,0,1,1,0,0.0904010398632801
"745847","CA-Qfo",49.6925,-74.3421,"2006-05-12 07:00:00","ENF","Continental",10.78,121.9,74.69,0.329,5.188,382.668,0.183,1.2013662,0,1,1,0,0.213684987822147
"409202","IT-Ro2",42.3903,11.9209,"2008-08-24 14:30:00","DBF","Temperate",30.44,672.9,35.2255,2.8193,2.774,379.064,0.134,2.0151246,0,1,1,0,0.0518467298700838
"874441","AU-How",-12.4943,131.1523,"2014-08-04 16:30:00","WSA","Tropical",31.07,383,18,3.6996,2.49,347.5,0.069,1.2286918,0,1,1,0,0.0960245038072028
"485564","IT-Cpz",41.7052,12.3761,"2002-10-14 13:30:00","EBF","Temperate",17.103,529,81.4,0.7118,2.17,387.982,0.1731,2.636518,0,1,1,1,0.395585254095006
"540603","ES-LJu",36.9266,-2.7521,"2009-04-12 14:30:00","OSH","Arid",7.377,496.356,42.6418,0.5899,0.543,367.296,0.17473,0.5055207,0,1,1,1,0.0129225209725883
"262080","US-Goo",34.2547,-89.8735,"2005-03-25 16:00:00","GRA","Temperate",24.6,353,63.3,1.14,2.86,-9999,0.33,1.0555983,0,1,1,0,0.0482673790132535
"444530","IT-Noe",40.6062,8.1517,"2014-08-09 12:00:00","CSH","Temperate",30.13,888.64,54.6,1.9413,1.841,366.149,0.2036,1.8620306,0,1,1,0,0.0496942642150801
"671008","CH-Dav",46.8153,9.8559,"2010-07-04 12:30:00","ENF","Arctic",19.8,958.63,53.1,1.0835,5.281,377.501,0.21667,2.5777221,0,1,1,0,0.578546486015103
"885315","AU-Gin",-31.3764,115.7138,"2013-01-20 13:00:00","WSA","Temperate",35.99,1099,22,4.6326,2.63,388.4,0.03,1.1707869,0,1,1,0,0.0112165612849183
"216783","US-Me2",44.4523,-121.5574,"2004-08-11 13:30:00","ENF","Temperate",28.7,824.8,18.8,3.193,2.98,372.9,0.10101,2.225832,0,1,1,0,0.0612966351097993
"343826","RU-Fyo",56.4615,32.9221,"2006-07-07 18:00:00","ENF","Continental",26.677,328.917,38.7967,2.1416,1.93,364.09,0.52607,2.3097467,0,1,1,1,0.120971575187608
"977231","AT-Neu",47.1167,11.3175,"2003-06-04 14:30:00","GRA","Continental",29.49,815.33,23.01,3.1732,0.66,354.71,0.08,2.5819235,0,1,1,0,0.0979862652238702
"786421","BE-Lon",50.5516,4.7462,"2012-09-16 14:30:00","CRO","Temperate",24.846,493.5,56.259,1.3733,2.246,368.598,0.354,1.1569221,0,1,1,1,0.0869526375988758
"691847","CA-TP4",42.7102,-80.3574,"2009-07-08 07:30:00","ENF","Continental",14.7,458.4,90.5,0.159,2.757,385.979,0.119,3.8690336,0,1,1,1,1.07315244703261
"355185","NL-Loo",52.1666,5.7436,"2005-09-08 16:30:00","ENF","Temperate",26.95,284.8,49.84,1.7836,1.596,369.39,0.051,3.3739884,0,1,1,1,0.18251272452491
"745284","CA-Qfo",49.6925,-74.3421,"2005-10-02 09:00:00","ENF","Continental",12.62,478.1,61.31,0.568,2.765,376.71,0.178,1.0274131,0,1,1,0,0.563092922871818
"983184","AT-Neu",47.1167,11.3175,"2009-04-08 13:00:00","GRA","Continental",16.964,715.417,29.504,1.3633,3.027,384.135,0.30124,1.0324597,0,1,1,0,0.24333851958928
"498978","IT-Col",41.8494,13.5881,"2012-07-15 15:30:00","DBF","Temperate",23.761,730.056,35.6347,1.8937,3.429,353.256,0.15376,5.1212735,0,1,1,1,0.177860417171245
"760222","BR-Sa3",-3.018,-54.9714,"2001-05-05 09:00:00","EBF","Tropical",27.57,573.81,68.027,1.184,1.84,384.2,0.43,4.1572685,0,1,1,0,0.635536299015979
"660283","CH-Fru",47.1158,8.5378,"2009-06-02 17:00:00","GRA","Arctic",18.172,481,51.143,1.0197,2.13,351.81,0.33827,3.8690901,0,1,1,1,0.427198846625458
"916210","AU-Dry",-15.2588,132.3706,"2012-08-24 09:30:00","SAV","Tropical",27.06,605,60,1.4315,2.27,378.8,0.04,1.0001365,0,1,1,0,0.113445175483427
"311","ZM-Mon",-15.4391,23.2525,"2007-10-16 11:00:00","DBF","Tropical",32.43,933.43,19.3233,3.9312,4.475,362.35,0.0059299999999999,1.6247036,0,1,1,1,0.0547865859849425
"55948","US-Var",38.4133,-120.9508,"2008-12-26 10:30:00","GRA","Temperate",6.23,470.28,70.486,0.281,1.815,370.764,0.18933,0.99751741,0,1,1,0,0.777897914306721
"574893","DE-Tha",50.9626,13.5651,"2007-04-28 12:30:00","ENF","Continental",22.117,798.379,32.4123,1.8002,1.227,388.046,0.0976699999999999,2.7796142,0,1,1,0,0.105040386686558
"213283","US-Me2",44.4523,-121.5574,"2002-06-28 13:30:00","ENF","Temperate",16.8,178,56.3,0.832,5.52,337.8,0.11701,1.9055926,0,1,1,1,0.169728184902603
"710838","CA-TP3",42.7068,-80.3483,"2012-08-29 15:00:00","ENF","Continental",20.94,686.4,58.4,1.031,3.283,382.199,0.066,4.7561288,0,1,1,1,0.27076294891349
"165407","US-SRC",31.9083,-110.8395,"2014-04-16 10:00:00","OSH","Arid",24.7,886,6.39,2.913,1.55,390,0.0546,0.29374513,0,1,1,0,0.0334803678533131
"961474","AU-Cpr",-34.0021,140.5891,"2013-05-14 09:30:00","SAV","Arid",14.17,401,68,0.5174,2.9,383.5,0.0289999999999999,0.53992057,0,1,1,0,0.0732159943674941
"543996","ES-LJu",36.9266,-2.7521,"2010-06-25 12:30:00","OSH","Arid",19.508,978.78,24.7873,1.7063,2.697,382.546,0.13249,0.65474015,0,1,1,1,0.0426512906152934
"849749","AU-Lox",-34.4704,140.6551,"2009-03-14 11:00:00","DBF","Arid",21.7,513,63,0.9608,4.76,355.6,0.132,1.0533382,0,1,1,1,0.6723457289021
"450105","IT-MBo",46.0147,11.0458,"2007-04-16 11:30:00","GRA","Continental",12.842,879.97,49.412,0.7501,2.403,382.513,0.40981,0.64746553,0,1,1,0,0.158689477763015
"915442","AU-Dry",-15.2588,132.3706,"2012-07-08 12:00:00","SAV","Tropical",27.53,771,49,1.8761,2.26,377.3,0.04,1.1865416,0,1,1,0,0.0954279783079842
"649431","CN-Cng",44.5934,123.5092,"2008-05-03 10:30:00","GRA","Continental",17.75,437.034,51.36,0.9883,2.329,325.923,0.336,0.2,0,1,1,0,0.0881310883957922
"403807","IT-Ro2",42.3903,11.9209,"2004-09-21 07:00:00","DBF","Temperate",15.89,182.8,93.1,0.1246,1.077,434.32,0.27,1.6728997,0,1,1,0,1.36681346374995
"61049","US-Var",38.4133,-120.9508,"2011-12-25 14:30:00","GRA","Temperate",13.427,231.09,38.567,0.947,1.343,411.048,0.10781,0.84348416,0,1,1,0,0.0398185117422519
"467490","IT-Lav",45.9562,11.2813,"2007-09-06 10:00:00","ENF","Temperate",8.542,488.477,42.207,0.6435,3.555,373.548,0.29967,4.3985825,0,1,1,0,0.460714936443541
