"","Site","Lat","Lon","Datetime","PFT","Climate","Tair","SW","RH","VPD","WS","Ca","SWC","LAI","flag_rain","flag_daytime","flag_GS","flag_peak","Gs"
"802920","AU-Whr",-36.6732,145.0294,"2014-01-08 10:00:00","EBF","Temperate",21.7,917,36,1.6619,3.28,372.4,0.138,1.2553308,0,1,1,0,0.0869836383716441
"744096","CA-Qfo",49.6925,-74.3421,"2005-05-22 07:00:00","ENF","Continental",8.23,300,70.59,0.322,3.602,385.981,0.16401,1.2686951,0,1,1,0,0.300640291059374
"711278","CA-TP3",42.7068,-80.3483,"2012-12-19 13:30:00","ENF","Continental",4.834,211.952,71.93,0.243,1.668,417.78,0.118,0.69987857,0,1,1,0,0.361038039604941
"345014","RU-Fyo",56.4615,32.9221,"2009-08-03 09:30:00","ENF","Continental",18.057,565.42,61.7867,0.7918,2.77,372.562,0.3646,3.4824624,0,1,1,1,0.66052641317579
"227064","US-Me2",44.4523,-121.5574,"2012-04-25 11:30:00","ENF","Temperate",13.452,321.29,49.863,0.77,4.536,394.573,0.276,1.9274677,0,1,1,0,0.299667561272891
"985746","AT-Neu",47.1167,11.3175,"2011-04-07 14:30:00","GRA","Continental",25.1,622.01,29.1,2.26,0.59,506.553,0.28,1.4997081,0,1,1,1,0.128656697580555
"795197","AU-Wom",-37.4222,144.0944,"2014-02-01 16:00:00","EBF","Temperate",34.34,708,14,4.663,2.98,356.1,0.213,4.9070854,0,1,1,1,0.128615115630286
"698510","CA-TP4",42.7102,-80.3574,"2013-07-30 08:00:00","ENF","Continental",17.62,549.1,79.5,0.413,2.06,383.344,0.066,5.0045929,0,1,1,1,1.00393479583767
"263669","US-Goo",34.2547,-89.8735,"2005-11-23 09:00:00","GRA","Temperate",11.1,419,53,0.624,3.43,-9999,0.34,0.87116575,0,1,1,0,0.152470825819074
"707850","CA-TP3",42.7068,-80.3483,"2010-09-06 14:00:00","ENF","Continental",21.47,239.928,61.24,0.992,3.765,393.829,0.069,4.3735838,0,1,1,0,0.168842319635838
"565104","DE-Tha",50.9626,13.5651,"2001-06-14 11:00:00","ENF","Continental",18.547,906.783,49.4951,1.0791,2.075,363.7,0.208,3.5958815,0,1,1,1,0.314733183012137
"539288","ES-LJu",36.9266,-2.7521,"2008-06-17 09:30:00","OSH","Arid",15.087,740.064,53.407,0.7993,2.637,372.798,0.17867,0.64924282,0,1,1,1,0.0938088315465316
"91211","US-Ton",38.4309,-120.966,"2008-11-23 11:30:00","WSA","Temperate",15.8,515.706,56.38,0.783,1.457,389.032,0.13,0.74079257,0,1,1,0,0.163791746678748
"214737","US-Me2",44.4523,-121.5574,"2003-07-17 16:00:00","ENF","Temperate",27.8,543.8,16.4,3.116,3.88,371.4,0.095,1.7427428,0,1,1,1,0.0677141586727403
"285105","US-Blo",38.8953,-120.6328,"2002-07-01 08:00:00","ENF","Temperate",24.59,664.924,40.029,1.894,2.119,366.584,0.13691,1.9148047,0,1,1,1,0.445088533073165
"129254","US-SRM",31.8214,-110.8661,"2010-08-10 13:00:00","WSA","Arid",33.12,1014,28.405,3.628,1.169,374.57,0.0457,0.67916799,0,1,1,1,0.0510979686215511
"120122","US-SRM",31.8214,-110.8661,"2005-09-02 10:30:00","WSA","Arid",28.91,848,33.928,2.633,2.018,358.599,0.0353,0.75089365,0,1,1,1,0.0847560084447442
"305002","US-ARM",36.6058,-97.4888,"2006-03-15 10:30:00","CRO","Temperate",17.37,717,22.16,1.55,9.258,389.149,0.0983,0.70316476,0,1,1,0,0.0819145616773046
"423286","IT-PT1",45.2009,9.061,"2003-10-16 09:30:00","DBF","Temperate",12.13,336.863,55.9616,0.6232,1.395,383.846,0.18125,0.57358652,0,1,1,0,0.185950852519482
"960533","AU-Cpr",-34.0021,140.5891,"2013-03-10 08:30:00","SAV","Arid",31.35,491,28,3.3005,0.83,389.2,0.045,0.58628196,0,1,1,0,0.0265414632158578
"732199","CA-SF3",54.0916,-106.0053,"2005-05-14 13:30:00","OSH","Continental",12.9,863,23.5,1.143,2.99,380.714,0.26,0.55362552,0,1,1,0,0.0669728472756793
"764127","BR-Sa3",-3.018,-54.9714,"2003-11-01 08:30:00","EBF","Tropical",25.95,465.13,76.888,0.778,3.01,407.09,0.29,5.7008209,0,1,1,0,0.685745094214649
"405721","IT-Ro2",42.3903,11.9209,"2006-06-16 12:00:00","DBF","Temperate",24.9,879,45.75,1.7088,2.707,368.916,0.184,2.3395591,0,1,1,1,0.521870461082825
"20133","US-Wkg",31.7365,-109.9419,"2012-09-17 13:00:00","GRA","Arid",25.07,904,27.589,2.303,5.014,383.781,0.14001,0.64910626,0,1,1,1,0.084599312789872
"881548","AU-Gin",-31.3764,115.7138,"2012-01-03 15:30:00","WSA","Temperate",34.2,734,31,3.7123,6.41,378.7,0.03,1.2630069,0,1,1,0,0.0578513002944057
"560974","DK-Sor",55.4859,11.6446,"2003-10-06 12:30:00","DBF","Temperate",10.07,359.7,72.16,0.3436,8.29,356.3,0.0984999999999999,4.0464416,0,1,1,0,0.718114389664422
"43865","US-WCr",45.8059,-90.0799,"2014-07-13 09:00:00","DBF","Continental",15.72,757.267,64.078,0.644,2.873,390.827,0.38124,4.6745625,0,1,1,1,1.02434392337023
"659507","CH-Fru",47.1158,8.5378,"2008-10-02 08:30:00","GRA","Arctic",10.89,277.12,75.373,0.321,1.801,356.959,0.43081,2.6125269,0,1,1,0,0.414593905228832
"50865","US-Var",38.4133,-120.9508,"2005-05-29 12:00:00","GRA","Temperate",19.5,1002.6,49.89,1.136,1.541,378.718,0.0817,1.6001459,0,1,1,0,0.121356403063795
"326286","US-AR2",36.6358,-99.5975,"2012-02-21 13:30:00","GRA","Temperate",12.761,727.881,32.89,0.994,3.358,387.808,0.12775,0.31078291,0,1,1,0,0.107604953238571
"978695","AT-Neu",47.1167,11.3175,"2005-04-30 12:00:00","GRA","Continental",20.02,561.35,41.63,1.3669,1.37,337.85,0.4,1.8073438,0,1,1,0,0.268909431721167
"42492","US-WCr",45.8059,-90.0799,"2012-08-25 12:00:00","DBF","Continental",27.094,788.222,65.774,1.232,2.865,380.764,0.30746,5.5951424,0,1,1,1,0.636826270166978
"179709","US-NR1",40.0329,-105.5464,"2006-06-12 11:30:00","ENF","Continental",17.81,1099.33,21.52,1.6,4.17,383.91,0.107,2.0836535,0,1,1,1,0.13789232394227
"956890","AU-Cpr",-34.0021,140.5891,"2012-05-14 10:30:00","SAV","Arid",15.5,566,50,0.8808,3.4,376.4,0.026,0.64568645,0,1,1,1,0.063754496207697
"190149","US-NR1",40.0329,-105.5464,"2013-06-09 13:30:00","ENF","Continental",17.75,952.09,27.86,1.466,3.99,395.83,0.206,1.5577945,0,1,1,0,0.154570926898129
"965152","AU-ASM",-22.283,133.249,"2010-10-11 10:00:00","SAV","Arid",25.52,880,37,2.0589,2.4,388.5,0.073,0.5,0,1,1,1,0.102796580828512
"909899","AU-Dry",-15.2588,132.3706,"2010-03-07 11:30:00","SAV","Tropical",34.31,944,47,2.8689,1.88,353.4,0.08,1.7554326,0,1,1,1,0.236141150065216
"582991","DE-Tha",50.9626,13.5651,"2011-09-22 12:00:00","ENF","Continental",16.46,429.6,59.24,0.7634,3.55,392.6,0.2697,3.1834884,0,1,1,1,0.454749194546418
"654391","CN-Cng",44.5934,123.5092,"2010-08-04 09:30:00","GRA","Continental",22.77,161.03,83.3,0.4631,5.651,410.416,0.288,0.96632403,0,1,1,1,0.440865325097601
"236582","US-KS2",28.6086,-80.6715,"2003-12-01 13:30:00","CSH","Temperate",19.89,580.6,57.43,0.989,2.957,382.294,0.032,1.6196747,0,1,1,0,0.262218893152049
"19589","US-Wkg",31.7365,-109.9419,"2012-08-02 13:30:00","GRA","Arid",29.17,973,29.862,2.838,3.632,385.751,0.18,0.70776957,0,1,1,1,0.0654545989741207
"670064","CH-Dav",46.8153,9.8559,"2009-10-06 09:30:00","ENF","Arctic",14.167,464.646,52.7667,0.7635,1.544,355.074,0.2017,1.303068,0,1,1,0,1.06185819599747
"468058","IT-Lav",45.9562,11.2813,"2008-01-07 13:00:00","ENF","Temperate",2.458,363.491,86.329,0.0997,0.969,395.477,0.30865,0.61367714,0,1,1,0,1.55890206482984
"953772","AU-Cum",-33.6152,150.7236,"2014-05-17 11:30:00","EBF","Temperate",19.62,626,52,1.0966,0.95,411.8,0.088,1.4331176,0,1,1,1,0.367691506678124
"686006","CA-TP4",42.7102,-80.3574,"2006-05-07 16:00:00","ENF","Continental",15.45,571.3,25.9,1.301,1.56,386.477,0.102,1.6930125,0,1,1,0,0.147925920438488
"642226","DE-Geb",51.0997,10.9146,"2007-06-11 12:30:00","CRO","Continental",25.38,607.72,55.94,1.428,1.13,383.219,0.186,3.2994809,0,1,1,1,0.267701078071794
"644830","DE-Geb",51.0997,10.9146,"2010-06-14 07:30:00","CRO","Continental",13.36,261.94,74.63,0.3891,1.57,391.19,0.16962,2.9219992,0,1,1,1,0.469194076486768
"123599","US-SRM",31.8214,-110.8661,"2007-10-30 15:00:00","WSA","Arid",27.49,464.2,10.849,3.271,4.565,378.977,0.0199,0.41824257,0,1,1,0,0.0156263929031353
"592533","DE-Obe",50.7867,13.7213,"2010-09-07 11:30:00","ENF","Continental",10.85,630.659,62.3702,0.4892,5.69,373.414,0.4049,1.3649877,0,1,1,0,0.366211525828938
"256086","US-IB2",41.8406,-88.241,"2011-07-19 14:00:00","GRA","Continental",33,743,53.5,2.35,2.65,339.79,0.329,3.0752413,0,1,1,1,0.27800820110805
"53199","US-Var",38.4133,-120.9508,"2007-03-03 09:00:00","GRA","Temperate",11.813,451.85,64.247,0.496,0.998,392.011,0.242,1.8097205,0,1,1,1,0.498243781120462
"29120","US-Whs",31.7438,-110.0522,"2010-08-26 12:30:00","OSH","Arid",25.16,405.9,57.773,1.351,3.618,370.08,0.08,0.62720633,0,1,1,1,0.119566684985071
"435650","IT-Noe",40.6062,8.1517,"2011-02-26 13:30:00","CSH","Temperate",12.79,533.92,46.65,0.7884,2.147,385.027,0.42362,1.4541953,0,1,1,1,0.256973717251182
"122979","US-SRM",31.8214,-110.8661,"2007-08-31 14:00:00","WSA","Arid",34.25,872,21.941,4.213,2.766,370.196,0.0264,0.67492372,0,1,1,1,0.0193207407932099
"31359","US-Whs",31.7438,-110.0522,"2012-09-16 15:30:00","OSH","Arid",29.03,513.1,9.164,3.646,0.909,382.946,0.06,0.3987959,0,1,1,1,0.0287093191959411
"429044","IT-Noe",40.6062,8.1517,"2005-06-12 10:30:00","CSH","Temperate",27.08,873.83,33.1,2.3971,0.335,379.524,0.17919,1.8667505,0,1,1,0,0.0420211951972538
"522407","FR-Gri",48.8442,1.9519,"2006-06-08 14:00:00","CRO","Temperate",22.77,859,43.03,1.5788,2.985,357.199,0.26309,4.3442993,0,1,1,1,0.530125092951077
"444327","IT-Noe",40.6062,8.1517,"2014-07-23 14:00:00","CSH","Temperate",25.3,712.49,73.2,0.8645,2.101,373.918,0.2072,1.7558475,0,1,1,0,0.0232840727026598
"294198","US-Blo",38.8953,-120.6328,"2005-06-04 17:00:00","ENF","Temperate",18.299,336.263,41.801,1.342,2.207,369.131,0.21374,1.8438191,0,1,1,0,0.123775944657663
"12454","US-Wkg",31.7365,-109.9419,"2009-04-27 14:00:00","GRA","Arid",22.57,652.9,10.646,2.445,3.714,390.406,0.04,0.2,0,1,1,0,0.0037231461850062
"318777","US-ARb",35.5497,-98.0402,"2005-09-21 12:00:00","GRA","Temperate",33.58,840,38.7,3.2,3.719,351.807,0.30475,0.96480566,0,1,1,0,0.166327276439633
"813448","AU-Tum",-35.6566,148.1517,"2006-01-06 10:00:00","EBF","Temperate",19.58,793,57,0.9799,2.66,282.2,0.14,5.5442758,0,1,1,1,0.0466884860468071
"155719","US-SRC",31.9083,-110.8395,"2009-09-23 11:00:00","OSH","Arid",28.066,880.023,34.959,2.468,3.702,351.939,0.0600399999999999,0.37831107,0,1,1,1,0.0297409811824251
"939289","AU-DaS",-14.1593,131.3881,"2013-06-18 10:30:00","SAV","Tropical",23.85,610,33,1.9818,2.67,350.5,0.034,1.0087192,0,1,1,0,0.110559353748611
"545976","ES-LJu",36.9266,-2.7521,"2011-04-17 17:30:00","OSH","Arid",10.135,350.442,66.3195,0.4175,2.543,363.927,0.19534,0.47846833,0,1,1,1,0.0203482891692549
"348967","NL-Loo",52.1666,5.7436,"2002-09-15 09:00:00","ENF","Temperate",16.05,419.9,63.22,0.6711,2.956,349.93,0.0641,2.008522,0,1,1,1,0.53595797794027
"930328","AU-DaS",-14.1593,131.3881,"2010-03-26 14:00:00","SAV","Tropical",34.24,908,33,3.6127,3.81,348.2,0.04,1.6233118,0,1,1,0,0.131340257041266
"2764","ZM-Mon",-15.4391,23.2525,"2008-11-26 10:00:00","DBF","Tropical",23.377,384.36,81.2333,0.5395,2.448,401.075,0.1194,1.5221446,0,1,1,0,0.325333513181135
"381348","IT-Tor",45.8444,7.5781,"2012-07-13 16:30:00","GRA","Continental",14.05,363.4,54.97,0.7224,1.534,364.255,0.3062,3.4733348,0,1,1,1,0.264044355942398
"820628","AU-Tum",-35.6566,148.1517,"2009-11-04 08:00:00","EBF","Temperate",10.31,649,74,0.3261,3.82,364.8,0.26,4.2496157,0,1,1,1,1.22722536606716
"328730","US-AR1",36.4267,-99.42,"2010-03-18 15:30:00","GRA","Temperate",19.11,624.39,28.71,1.584,7.177,361.435,0.2146,0.28890917,0,1,1,0,0.0651334728542123
"437801","IT-Noe",40.6062,8.1517,"2012-06-09 10:00:00","CSH","Temperate",22.65,669.95,69.5,0.8391,2.132,444.181,0.25905,2.241926,0,1,1,1,0.136010105286906
"702969","CA-TP3",42.7068,-80.3483,"2008-06-15 13:00:00","ENF","Continental",25.09,1026.48,45.63,1.732,4.341,408.065,0.075,4.3087287,0,1,1,1,0.261856104673503
"83276","US-Ton",38.4309,-120.966,"2006-06-19 08:00:00","WSA","Temperate",17.85,630.218,57.28,0.873,1.199,379.284,0.094,1.2751279,0,1,1,1,0.0935281847593744
"505535","IT-CA3",42.38,12.0222,"2013-08-04 07:30:00","DBF","Temperate",26.223,356,56.662,1.4765,0.727,397.46,0.09977,0.89127159,0,1,1,0,0.393839434373064
"63216","US-Var",38.4133,-120.9508,"2013-04-19 08:30:00","GRA","Temperate",18.759,559.7,41.818,1.259,1.12,396.73,0.04305,2.1778567,0,1,1,1,0.203901720144516
"340679","RU-Ha1",54.7252,90.0022,"2002-09-18 16:30:00","GRA","Arid",9.22,194.9,75,0.2914,3.512,345.539,0.272,0.48279253,0,1,1,0,0.531359676675481
"824998","AU-Tum",-35.6566,148.1517,"2013-02-09 14:00:00","EBF","Temperate",24.32,435,27,2.2211,4.64,351.2,0.16,5.5043831,0,1,1,0,0.234935590727805
"845922","AU-Rig",-36.6499,145.5759,"2014-05-17 11:00:00","GRA","Temperate",16.88,419,64,0.6925,4.47,367.5,0.234,4.1101074,0,1,1,1,1.00543080415099
"733821","CA-SF2",54.2539,-105.8775,"2003-05-01 14:00:00","ENF","Continental",16.8,801,24.4,1.452,2.42,370.071,0.15,0.82269281,0,1,1,0,0.084476551291663
"900461","AU-Emr",-23.8587,148.4746,"2011-12-29 09:30:00","GRA","Arid",26.28,586,64,1.2306,2.53,381.6,0.086,1.8188764,0,1,1,0,0.030449561959358
"355402","NL-Loo",52.1666,5.7436,"2005-10-13 08:30:00","ENF","Temperate",12.8,199.1,78,0.3253,2.003,407.19,0.049,2.2380486,0,1,1,0,0.761434500660842
"952951","AU-Cum",-33.6152,150.7236,"2014-01-28 06:30:00","EBF","Temperate",18,284,84,0.3303,0.45,430.7,0.102,1.6811631,0,1,1,0,0.994313488320553
"972389","AU-ASM",-22.283,133.249,"2014-07-17 13:00:00","SAV","Arid",18.4,797,27,1.5455,3.48,383.6,0.091,0.30000001,0,1,1,0,0.0937750233662422
"488174","IT-Cpz",41.7052,12.3761,"2005-05-20 07:00:00","EBF","Temperate",16.63,352.6,63,0.7005,2.039,394.652,0.1496,3.0427527,0,1,1,0,0.868644714532944
"734866","CA-SF2",54.2539,-105.8775,"2003-08-19 14:30:00","ENF","Continental",28.7,601.8,32.5,2.669,1.89,354.127,0.07,2.0693233,0,1,1,1,0.0634618249945007
"420391","IT-Ren",46.5869,11.4337,"2012-10-23 12:30:00","ENF","Continental",16.4,587.21,51.3333,0.908,1.604,394.537,0.21779,1.9760886,0,1,1,0,0.358912650465089
"697233","CA-TP4",42.7102,-80.3574,"2012-08-19 15:00:00","ENF","Continental",23.14,554.8,47.29,1.493,1.452,379.941,0.072,4.9575996,0,1,1,1,0.239949786662532
"476370","IT-Lav",45.9562,11.2813,"2012-09-22 12:00:00","ENF","Temperate",12.407,684.81,68.629,0.4521,1.183,391.261,0.3865,0.94200206,0,1,1,0,0.603511807565857
"182804","US-NR1",40.0329,-105.5464,"2008-07-13 16:30:00","ENF","Continental",18.13,476.31,23.32,1.595,3,382.656,0.079,2.7389519,0,1,1,1,0.114874506888456
"393834","IT-SRo",43.7279,10.2844,"2006-08-22 06:30:00","ENF","Temperate",19.11,161.6,93.8496,0.1361,1.39,441.552,0.09786,3.0247388,0,1,1,0,2.22573604072371
"321818","US-AR2",36.6358,-99.5975,"2009-09-03 15:00:00","GRA","Temperate",29.21,658.94,51.48,1.976,2.453,358.61,0.0617,0.75318062,0,1,1,1,0.030083764504496
"85854","US-Ton",38.4309,-120.966,"2007-04-01 13:30:00","WSA","Temperate",20.78,643.339,45.57,1.335,1.267,377.976,0.282,2.3,0,1,1,1,0.349193601014279
"360705","NL-Loo",52.1666,5.7436,"2008-08-21 16:30:00","ENF","Temperate",18.44,369.9,77.7,0.4733,3.52,359.39,0.052,3.0999212,0,1,1,1,0.592092729312326
"274916","US-CRT",41.6285,-83.3471,"2011-08-17 07:30:00","CRO","Continental",20.347,270.892,81.583,0.44,1.148,402.371,0.40169,2.3370831,0,1,1,1,0.826693932832208
"125216","US-SRM",31.8214,-110.8661,"2009-04-18 12:00:00","WSA","Arid",20.91,1054,14.157,2.123,2.308,392.068,0.0283999999999999,0.29470894,0,1,1,0,0.0109202162159531
"468395","IT-Lav",45.9562,11.2813,"2008-03-14 08:00:00","ENF","Temperate",3.994,278.448,57.266,0.3475,1.287,394.018,0.385,1.6427596,0,1,1,0,0.30852886585513
"92764","US-Ton",38.4309,-120.966,"2009-05-29 09:30:00","WSA","Temperate",21.2,800.795,46.707,1.342,2.146,384.035,0.092,1.5891414,0,1,1,1,0.166473594108381
"121769","US-SRM",31.8214,-110.8661,"2006-09-30 15:30:00","WSA","Arid",31.24,460.7,10.45,4.08,1.986,373.508,0.0233,0.63107252,0,1,1,1,0.021140485270625
"117799","US-SRM",31.8214,-110.8661,"2004-05-29 10:30:00","WSA","Arid",24.3,985,13.829,2.618,5.86,369.816,0.0192999999999999,0.30000001,0,1,1,0,0.0171883075777539
"246012","US-KS1",28.4583,-80.6709,"2002-12-01 10:00:00","ENF","Temperate",15.92,303.261,75.3,0.447,3.458,405.698,0.09192,4.613975,0,1,1,0,0.323208008119428
"687688","CA-TP4",42.7102,-80.3574,"2007-06-29 08:30:00","ENF","Continental",19.16,662.7,51.03,1.087,3.743,376.962,0.061,4.7553034,0,1,1,1,0.201846039332897
"657028","CH-Fru",47.1158,8.5378,"2007-05-13 09:30:00","GRA","Arctic",18.418,760.99,55.388,0.9455,1.766,347.841,0.31313,3.4403346,0,1,1,1,0.816800817100328
"297168","US-Blo",38.8953,-120.6328,"2006-09-07 16:00:00","ENF","Temperate",25.551,355.976,22.954,2.54,2.504,377.117,0.0881199999999999,2.3050258,0,1,1,0,0.0932748104501672
"103284","US-Ton",38.4309,-120.966,"2012-06-17 15:30:00","WSA","Temperate",35.46,653.28,20.04,4.611,3.079,395.277,0.11701,1.262313,0,1,1,1,0.0417144773329058
"114563","US-Syv",46.242,-89.3477,"2005-07-30 10:30:00","MF","Continental",20.177,1078.34,54.939,1.07,4.41,355.604,0.21,4.6116157,0,1,1,1,0.572652626202621
"819007","AU-Tum",-35.6566,148.1517,"2008-12-04 16:00:00","EBF","Temperate",16.1,278,46,0.9884,2.28,358.9,0.25,4.9230328,0,1,1,0,0.213825864351957
"781849","BE-Lon",50.5516,4.7462,"2005-05-18 11:00:00","CRO","Temperate",9.4,609,61,0.4601,1.057,385.823,0.233,1.1346049,0,1,1,1,0.84025316273548
"484980","IT-Cpz",41.7052,12.3761,"2002-08-16 13:30:00","EBF","Temperate",23.494,787,45.1,1.5895,3.761,353.003,0.1416,3.5340569,0,1,1,1,0.309471571230314
"878141","AU-GWW",-30.1913,120.6541,"2014-01-06 17:00:00","SAV","Arid",35.36,357,21,4.5322,5.83,374.5,0.351,0.3976123,0,1,1,0,0.0264533149965344
"373943","MY-PSO",2.973,102.3062,"2004-04-07 08:30:00","EBF","Tropical",24.535,234.749,31.8747457925028,0.2099,0.676,-9999,0.423,6.2216492,0,1,1,0,0.691568151117555
"499663","IT-Col",41.8494,13.5881,"2012-09-10 10:00:00","DBF","Temperate",18.271,798.572,68.9119,0.6529,2.108,367.161,0.1934,4.0768118,0,1,1,1,0.611938479294553
"505170","IT-CA3",42.38,12.0222,"2013-06-28 10:30:00","DBF","Temperate",21.945,565.1,51.4179,1.2806,1.871,375.928,0.11295,1.117281,0,1,1,1,0.321550703416333
"410198","IT-Ro2",42.3903,11.9209,"2011-06-28 06:00:00","DBF","Temperate",16.05,203.86,94.2,0.1058,0.675,461.198,0.146,2.843034,0,1,1,1,0.855144360674827
"56073","US-Var",38.4133,-120.9508,"2009-01-15 12:30:00","GRA","Temperate",16.744,560.23,45.531,1.039,0.995,396.861,0.17328,1.0823404,0,1,1,0,0.126296145533029
"952856","AU-Cum",-33.6152,150.7236,"2014-01-13 15:30:00","EBF","Temperate",28.5,321,46,2.1019,2.2,380.2,0.09,1.6909608,0,1,1,0,0.04227027560887
"537367","ES-LJu",36.9266,-2.7521,"2007-07-11 12:00:00","OSH","Arid",20.681,632.892,62.4214,0.9167,2.11,358.7,0.13789,0.46298879,0,1,1,0,0.0305961255357332
"345356","RU-Fyo",56.4615,32.9221,"2009-09-16 12:00:00","ENF","Continental",12.28,268.7,91.6033,0.12,1.08,376.772,0.3335,1.8462564,0,1,1,0,2.75332291330754
"934979","AU-DaS",-14.1593,131.3881,"2011-06-20 13:30:00","SAV","Tropical",26.17,738,27,2.4793,2.62,381.5,0.032,0.96947479,0,1,1,0,0.0698041968472106
"722447","CA-TP1",42.6609,-80.5595,"2010-05-10 17:30:00","ENF","Continental",10.54,301.288,41.53,0.745,1.307,393.813,0.11601,1.0831052,0,1,1,0,0.112761223167283
"600086","DE-Lnf",51.3282,10.3678,"2005-06-03 13:00:00","DBF","Continental",22.65,881.79,40.26,1.6436,3.94,355.18,0.2976,5.5510588,0,1,1,1,0.313764553843864
"791550","AU-Wom",-37.4222,144.0944,"2012-01-01 13:30:00","EBF","Temperate",30.01,991,24,3.2274,2.82,376.8,0.151,5.546793,0,1,1,1,0.223103815439859
"770580","BE-Vie",50.3049,5.9981,"2005-09-03 15:30:00","MF","Temperate",22.95,489,50.182,1.3958,3.156,378.852,0.229,4.1192069,0,1,1,1,0.132551813768532
"103403","US-Ton",38.4309,-120.966,"2012-06-24 11:30:00","WSA","Temperate",19.73,1015.31,33.6,1.527,1.735,388.791,0.098,1.2336004,0,1,1,1,0.0773179175434283
"4819","ZM-Mon",-15.4391,23.2525,"2009-07-13 08:30:00","DBF","Tropical",16.967,226.383,49.6967,0.973,2.866,396.141,0.0463,1.0700042,0,1,1,0,0.101085980848679
"749304","CA-Qfo",49.6925,-74.3421,"2008-05-22 15:30:00","ENF","Continental",14.06,409.367,44.65,0.892,3.882,383.348,0.166,1.2798678,0,1,1,0,0.0912716782193177
"935771","AU-DaS",-14.1593,131.3881,"2011-08-05 13:30:00","SAV","Tropical",28.16,490,35,2.4806,2.38,373.4,0.03,0.87756276,0,1,1,0,0.0244119657860721
"252631","US-IB2",41.8406,-88.241,"2009-06-25 12:30:00","GRA","Continental",30.9,901,56.2,1.966,2.56,346.214,0.321,2.9058456,0,1,1,1,0.63230824554257
"239791","US-KS2",28.6086,-80.6715,"2005-01-01 10:00:00","CSH","Temperate",20.11,296,78.7,0.503,1.286,367.429,0.059,1.433225,0,1,1,0,0.939323725411859
"539878","ES-LJu",36.9266,-2.7521,"2008-10-13 12:30:00","OSH","Arid",16.155,436.712,67.93,0.5891,2.26,356.396,0.31235,0.22870888,0,1,1,1,0.12165136755534
"780299","BE-Vie",50.3049,5.9981,"2014-06-07 10:30:00","MF","Temperate",23,687,55,1.2646,3.777,385.699,0.34,3.5988762,0,1,1,1,0.201304919968203
"824358","AU-Tum",-35.6566,148.1517,"2012-05-17 12:00:00","EBF","Temperate",7.74,597,66,0.3584,1.59,360.6,0.24,3.6021512,0,1,1,1,0.938772150517298
"611511","DE-Kli",50.8931,13.5224,"2012-07-04 12:00:00","CRO","Continental",19.1,484.41,69.1,0.6834,1.75,386.88,0.4415,2.9753327,0,1,1,1,0.351222143392849
"798518","AU-Whr",-36.6732,145.0294,"2012-04-18 16:00:00","EBF","Temperate",25.35,179,41,1.9088,1.88,363,0.149,0.97384721,0,1,1,0,0.0475235555237383
"749398","CA-Qfo",49.6925,-74.3421,"2008-05-30 12:30:00","ENF","Continental",10.86,903,42.31,0.754,1.841,387.275,0.186,1.2749237,0,1,1,0,0.469320985301842
"322007","US-AR2",36.6358,-99.5975,"2009-09-23 10:00:00","GRA","Temperate",14.83,380.49,62.24,0.64,3.895,366.105,0.0556,0.55897629,0,1,1,1,0.0444844499460257
"886630","AU-Gin",-31.3764,115.7138,"2013-06-02 15:30:00","WSA","Temperate",18.54,268,51,1.0465,5.06,382.2,0.05,0.70190203,0,1,1,0,0.101886392209549
"976450","AU-Ade",-13.0769,131.1178,"2009-05-21 16:30:00","WSA","Tropical",31.31,334,19,3.7047,2.42,365.5,0.12,0.93567616,0,1,1,0,0.0600059712875497
"777666","BE-Vie",50.3049,5.9981,"2012-03-27 11:30:00","MF","Temperate",15.02,638,40.13,1.0226,3.784,411.585,0.348,1.3945512,0,1,1,0,0.154150858751866
"95732","US-Ton",38.4309,-120.966,"2010-05-13 13:30:00","WSA","Temperate",23.36,843.141,40.99,1.694,1.023,378.705,0.281,2.0428324,0,1,1,1,0.346385354937483
"761238","BR-Sa3",-3.018,-54.9714,"2001-09-28 09:00:00","EBF","Tropical",27.78,767.12,63.371,1.373,4.11,389.69,0.27,5.6990256,0,1,1,0,0.514353155582837
"831182","AU-Stp",-17.1507,133.3502,"2010-12-12 11:00:00","GRA","Arid",32.66,635,45,2.7149,3.39,378.5,0.118,0.20321098,0,1,1,0,0.0331431649822509
"203995","US-MMS",39.3232,-86.4131,"2008-08-10 14:00:00","DBF","Continental",22.94,872.803,53.249,1.314,3.89,356.892,0.36755,5.2718129,0,1,1,1,0.57139388155487
"61703","US-Var",38.4133,-120.9508,"2012-05-02 09:00:00","GRA","Temperate",14.541,751.07,61.56,0.637,1.463,389.025,0.17321,2.5817575,0,1,1,1,0.811756257750559
